0.0,-2.0,303
0.22320105798835854,-1.952192224158968,1
0.46439567377898294,-1.858019996796518,2
0.650804538935533,-1.7788432376547996,0
0.8509002666383907,-1.7352248364298704,0
1.0627461347938825,-1.6856188205163913,0
1.2097114860229015,-1.6215440722412868,0
1.3811006418377492,-1.5583101832833806,0
1.5119259758428676,-1.313476636403392,0
1.605884608951543,-1.068725874601282,0
1.530314409230181,-0.9080908788784303,0
1.5064139562909418,-0.6212328180069904,0
1.339295244128274,-0.5119048595638211,0
1.2144348896360109,-0.4956138613380787,0
1.0181930248509357,-0.4882533655622361,0
0.8782625137725306,-0.46169140418868393,0
0.7124961386086626,-0.46054793746082656,0
0.43467670113020773,-0.4689707414665061,0
0.3594186471525709,-0.44983061878202246,0
0.14191532707980548,-0.6350568170678268,0
-0.05093185908485243,-0.8208111622217105,0
-0.22914313636312533,-0.9949936825809698,0
-0.3159553395902046,-1.0792513819408718,0
-0.4828235222097361,-1.2431524919137056,0
-0.6466611211140609,-1.4300312569290703,0
-0.8020768650557644,-1.568088830187035,0
-1.0671337698645167,-1.6434385354504475,0
-1.275703586622023,-1.4744753703155085,0
-1.3355490466428708,-1.4048075153388848,0
-1.5315851205032436,-1.2186621434490124,0
-1.613492964166098,-1.0424989604982888,0
-1.5251408060000393,-0.7830282948971525,0
-1.321054110295797,-0.5707872969156016,0
-1.140402362845348,-0.38758337132352505,0
-0.9156646293872344,-0.34992686069587275,0
-0.9334668949472382,-0.06883908659941262,0
-0.5697884471548086,0.27429060697327867,0
-0.4618467555208592,0.3805376639580964,0
-0.3541057145568298,0.521399671187897,0
-0.296155463876874,1.0498802596752743,0
-0.38174564570250347,1.200982088324658,0
-0.46316484426269744,1.305988374793933,0
-0.6610664846964482,1.5231687194408043,0
-0.8736817098332001,1.5207510185508815,0
-0.9809506346007915,1.5168620770742893,0
-0.8734371358486128,1.5662917098200602,0
-0.6224046562300858,1.6236671098194355,0
-0.3534167509464181,1.6497460522228025,0
-0.14825219735944106,1.6531563989088705,0
0.029273501268403113,1.7276355880117351,0
0.27621413573540865,1.7996383376114986,0
0.4968726535607484,1.812822915214297,0
0.7286586014498253,1.8149953277764697,0
0.8061413851964048,1.8202882731667582,0
0.9117928770215915,1.7743873413510558,0
1.0560458068780614,1.5383181711129872,0
1.0853618088564856,1.3047485833904533,0
0.9924167268878374,1.0708242118412574,0
0.9469828019231405,0.794179259239745,0
0.7690845319840465,0.6509306494260612,0
